Sun Nov 20 17:16:40 2011,24.80,Calculate mandelbrot set,will-linux
Tue Jan  1 18:28:38 2013,4.86,"Calculate mandelbrot set","will-tosh"
Tue Jan  1 20:06:04 2013,4.98,"Calculate mandelbrot set","will-tosh"
Tue Jan  1 20:06:19 2013,4.88,"Calculate mandelbrot set","will-tosh"
Tue Jan  1 20:26:37 2013,4.80,"Calculate mandelbrot set","will-tosh"
Fri Jan  4 12:35:36 2013,4.87,"Calculate mandelbrot set","will-tosh"
Fri Jan  4 12:36:09 2013,4.86,"Calculate mandelbrot set","will-tosh"
Fri Jan  4 12:48:22 2013,4.98,"Calculate mandelbrot set","will-tosh"
Fri Jan  4 12:49:37 2013,4.82,"Calculate mandelbrot set","will-tosh"
Fri Jan  4 12:49:53 2013,4.93,"Calculate mandelbrot set","will-tosh"
Fri Jan  4 22:13:16 2013,5.00,"Calculate mandelbrot set","will-tosh"
Fri Jan  4 22:42:03 2013,5.00,"Calculate mandelbrot set","will-tosh"
Fri Jan  4 22:42:11 2013,4.94,"Calculate mandelbrot set","will-tosh"
Fri Jan  4 22:42:29 2013,5.14,"Calculate mandelbrot set","will-tosh"
Fri Jan  4 23:36:51 2013,4.95,"Calculate mandelbrot set","will-tosh"
Tue Jan  8 13:00:57 2013,4.70,"Calculate mandelbrot set","will-tosh"
Tue Jan  8 13:03:09 2013,4.78,"Calculate mandelbrot set","will-tosh"
Tue Jan  8 13:14:05 2013,4.77,"Calculate mandelbrot set","will-tosh"
Tue Jan  8 13:26:36 2013,4.69,"Calculate mandelbrot set","will-tosh"
Tue Jan  8 16:06:43 2013,4.79,"Calculate mandelbrot set","will-tosh"
Tue Jan  8 16:06:53 2013,4.75,"Calculate mandelbrot set","will-tosh"
Tue Jan  8 20:49:33 2013,4.77,"Calculate mandelbrot set","will-tosh"
Mon Jan 14 20:49:03 2013,4.80,"Calculate mandelbrot set","will-tosh"
Mon Jan 14 20:49:11 2013,4.81,"Calculate mandelbrot set","will-tosh"
Mon Jan 14 21:08:12 2013,4.79,"Calculate mandelbrot set","will-tosh"
Mon Jan 14 21:59:31 2013,4.91,"Calculate mandelbrot set","will-tosh"
Sun Jan 27 20:11:40 2013,4.79,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 18:25:55 2013,4.90,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 18:53:11 2013,5.55,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 23:13:51 2013,5.52,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 23:17:20 2013,5.22,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 23:21:18 2013,5.33,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 23:24:59 2013,5.15,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 23:25:08 2013,5.13,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 23:25:23 2013,5.18,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 23:45:38 2013,5.13,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 23:46:26 2013,5.17,"Calculate mandelbrot set","will-tosh"
Sat Feb 23 23:56:37 2013,5.19,"Calculate mandelbrot set","will-tosh"
Sun Feb 24 11:18:34 2013,5.00,"Calculate mandelbrot set","will-tosh"
Sun Feb 24 11:19:38 2013,4.80,"Calculate mandelbrot set","will-tosh"
Sun Feb 24 11:21:40 2013,4.74,"Calculate mandelbrot set","will-tosh"
Sun Feb 24 11:25:02 2013,5.66,"Calculate mandelbrot set","will-tosh"
Sun Feb 24 11:25:18 2013,5.70,"Calculate mandelbrot set","will-tosh"
Sun Feb 24 11:26:58 2013,4.81,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:20:33 2013,5.05,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:20:53 2013,5.43,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:21:06 2013,5.36,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:23:54 2013,5.03,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:24:25 2013,5.08,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:25:23 2013,5.02,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:25:54 2013,5.07,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:27:09 2013,5.00,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:28:23 2013,4.91,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:28:56 2013,4.88,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:29:43 2013,4.95,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:30:02 2013,4.98,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:33:11 2013,5.07,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:33:50 2013,4.93,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:34:20 2013,4.93,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:34:35 2013,4.95,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:39:43 2013,5.05,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 12:22:30 2013,4.97,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 12:25:25 2013,5.04,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 12:25:55 2013,4.92,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 12:27:15 2013,4.98,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:00:02 2013,5.18,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:00:17 2013,4.91,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:04:12 2013,5.10,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:04:19 2013,4.94,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:09:10 2013,4.79,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:09:17 2013,4.79,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:11:18 2013,4.73,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:11:26 2013,4.72,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:13:31 2013,4.97,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:13:44 2013,5.02,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:13:52 2013,4.91,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:14:18 2013,4.91,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:14:51 2013,4.65,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:16:51 2013,4.89,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:17:03 2013,4.84,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:17:41 2013,4.69,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:18:12 2013,4.61,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:18:18 2013,4.53,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:22:22 2013,4.53,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:22:49 2013,4.48,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:23:39 2013,4.57,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:24:45 2013,4.55,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:29:57 2013,4.57,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:32:28 2013,4.20,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:32:34 2013,4.17,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:34:35 2013,4.16,"Calculate mandelbrot set","will-tosh"
Sat Mar  2 23:36:15 2013,4.25,"Calculate mandelbrot set","will-tosh"
Wed Mar  6 23:05:01 2013,4.26,"Calculate mandelbrot set","will-tosh"
Wed Mar  6 23:05:49 2013,4.33,"Calculate mandelbrot set","will-tosh"
Wed Mar  6 23:06:10 2013,4.29,"Calculate mandelbrot set","will-tosh"
Wed Mar  6 23:06:50 2013,4.22,"Calculate mandelbrot set","will-tosh"
Wed Mar  6 23:09:33 2013,4.33,"Calculate mandelbrot set","will-tosh"
Thu Mar 14 23:29:56 2013,4.30,"Calculate mandelbrot set","will-tosh"
Mon Apr  8 22:28:54 2013,4.19,"Calculate mandelbrot set","will-tosh"
Sat May  4 13:55:40 2013,2.46,"Calculate mandelbrot set","will-mesh"
Sat May 11 18:11:15 2013,2.54,"Calculate mandelbrot set","will-mesh"
Sat May 11 21:35:09 2013,4.12,"Calculate mandelbrot set","will-tosh"
Sat May 11 22:16:54 2013,4.11,"Calculate mandelbrot set","will-tosh"
Sun May 12 00:02:05 2013,2.46,"Calculate mandelbrot set","will-mesh"
Sun May 12 00:02:20 2013,2.51,"Calculate mandelbrot set","will-mesh"
Sun May 12 00:02:31 2013,2.44,"Calculate mandelbrot set","will-mesh"
Sat Jul  6 18:25:12 2013,2.43,"Calculate mandelbrot set","will-mesh"
Sat Jul  6 18:31:59 2013,2.48,"Calculate mandelbrot set","will-mesh"
Sat Jul  6 18:32:11 2013,2.51,"Calculate mandelbrot set","will-mesh"
Sat Jul 13 23:47:34 2013,2.40,"Calculate mandelbrot set","will-mesh"
Tue Jul 16 18:09:35 2013,2.56,"Calculate mandelbrot set","will-mesh"
Sat Aug 10 14:01:53 2013,2.43,"Calculate mandelbrot set","will-mesh"
Wed Aug 28 22:39:02 2013,2.46,"Calculate mandelbrot set","will-mesh"
Mon Sep 16 17:32:24 2013,2.50,"Calculate mandelbrot set","will-mesh"
Mon Sep 16 17:32:36 2013,2.46,"Calculate mandelbrot set","will-mesh"
Wed Oct 16 12:10:23 2013,2.48,"Calculate mandelbrot set","will-mesh"
Mon Oct 21 23:41:46 2013,2.54,"Calculate mandelbrot set","will-mesh"
Mon Jan 13 23:58:23 2014,2.68,"Calculate mandelbrot set","will-mesh"
Tue Jan 14 00:00:26 2014,2.72,"Calculate mandelbrot set","will-mesh"
Tue Jan 14 00:00:32 2014,2.68,"Calculate mandelbrot set","will-mesh"
Tue Jan 14 00:01:08 2014,2.63,"Calculate mandelbrot set","will-mesh"
Thu Apr  3 10:09:44 2014,2.65,"Calculate mandelbrot set","will-mesh"
Thu Apr 17 21:27:41 2014,2.63,"Calculate mandelbrot set","will-mesh"
Thu Apr 17 21:28:01 2014,2.64,"Calculate mandelbrot set","will-mesh"
Sat May 24 13:47:10 2014,2.77,"Calculate mandelbrot set","will-mesh"
Sat May 24 14:08:48 2014,2.80,"Calculate mandelbrot set","will-mesh"
Sat May 24 14:21:47 2014,2.80,"Calculate mandelbrot set","will-mesh"
Sat May 24 15:10:01 2014,3.54,"Calculate mandelbrot set","will-mesh"
Sat May 24 15:10:19 2014,3.55,"Calculate mandelbrot set","will-mesh"
Sat May 24 15:29:32 2014,2.76,"Calculate mandelbrot set","will-mesh"
Sat May 24 15:29:41 2014,3.40,"Calculate mandelbrot set","will-mesh"
Sat Jul 19 17:45:34 2014,2.90,"Calculate mandelbrot set","will-mesh"
Sun Jul 27 12:00:23 2014,2.94,"Calculate mandelbrot set","will-mesh"
Sun Jul 27 12:00:29 2014,2.88,"Calculate mandelbrot set","will-mesh"
Sat Aug 16 23:08:36 2014,2.80,"Calculate mandelbrot set","will-mesh"
Tue Sep  2 11:18:15 2014,2.77,"Calculate mandelbrot set","will-mesh"
Tue Sep  2 11:18:38 2014,2.83,"Calculate mandelbrot set","will-mesh"
Tue Sep  2 11:36:39 2014,2.73,"Calculate mandelbrot set","will-mesh"
Tue Sep  2 11:36:58 2014,2.73,"Calculate mandelbrot set","will-mesh"
Thu Sep  4 10:58:45 2014,2.72,"Calculate mandelbrot set","will-mesh"
Thu Sep  4 10:59:03 2014,2.67,"Calculate mandelbrot set","will-mesh"
Thu Sep  4 11:04:28 2014,2.69,"Calculate mandelbrot set","will-mesh"
Thu Sep  4 11:09:42 2014,2.58,"Calculate mandelbrot set","will-mesh"
Thu Sep  4 11:12:32 2014,2.62,"Calculate mandelbrot set","will-mesh"
Thu Sep  4 11:13:40 2014,2.75,"Calculate mandelbrot set","will-mesh"
Thu Sep  4 11:16:06 2014,2.57,"Calculate mandelbrot set","will-mesh"
Thu Sep 11 10:52:56 2014,2.68,"Calculate mandelbrot set","will-mesh"
Thu Oct 16 01:19:36 2014,2.69,"Calculate mandelbrot set","will-mesh"
Mon Nov  3 17:38:54 2014,4.93,"Calculate mandelbrot set","will-mesh"
Mon Nov  3 17:39:20 2014,2.60,"Calculate mandelbrot set","will-mesh"
Mon Nov  3 17:39:35 2014,2.62,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 16:56:23 2014,2.61,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 16:56:27 2014,2.57,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 16:57:09 2014,2.56,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 16:57:13 2014,2.54,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:42:12 2014,2.61,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:42:18 2014,2.64,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:42:23 2014,2.62,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:43:22 2014,2.61,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:45:36 2014,2.62,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:50:48 2014,2.58,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:50:53 2014,2.54,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:50:57 2014,2.60,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:51:40 2014,2.55,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:51:43 2014,2.62,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:53:04 2014,2.58,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 18:53:08 2014,2.54,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:17:44 2014,2.78,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:17:50 2014,2.71,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:22:15 2014,2.45,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:22:22 2014,2.44,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:26:57 2014,2.46,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:29:19 2014,2.46,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:31:34 2014,2.59,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:31:38 2014,2.57,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:31:56 2014,2.44,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:31:59 2014,2.47,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:58:26 2014,2.17,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:58:30 2014,2.18,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 20:59:58 2014,2.44,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:00:20 2014,2.47,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:01:26 2014,2.17,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:03:57 2014,2.42,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:04:44 2014,2.29,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:04:49 2014,2.28,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:07:23 2014,2.30,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:07:27 2014,2.37,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:08:18 2014,2.33,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:08:23 2014,2.40,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:09:14 2014,2.96,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:09:19 2014,2.91,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:09:50 2014,2.39,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:11:41 2014,2.30,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:11:47 2014,2.27,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:13:01 2014,2.32,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:15:42 2014,2.18,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:16:23 2014,2.16,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:16:27 2014,2.15,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:17:30 2014,2.17,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:19:49 2014,2.17,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:26:16 2014,2.14,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:26:26 2014,2.17,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:27:54 2014,2.18,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:28:00 2014,2.24,"Calculate mandelbrot set","will-mesh"
Sat Nov 15 21:28:35 2014,2.22,"Calculate mandelbrot set","will-mesh"
Sat Nov 22 14:15:47 2014,2.14,"Calculate mandelbrot set","will-mesh"
Sat Nov 22 16:43:16 2014,2.15,"Calculate mandelbrot set","will-mesh"
Sat Nov 22 16:43:53 2014,2.10,"Calculate mandelbrot set","will-mesh"
Sat Nov 22 16:43:57 2014,2.17,"Calculate mandelbrot set","will-mesh"
Sat Nov 22 16:44:02 2014,2.13,"Calculate mandelbrot set","will-mesh"
Tue Nov 25 18:22:59 2014,2.10,"Calculate mandelbrot set","will-mesh"
Tue Nov 25 18:23:25 2014,2.14,"Calculate mandelbrot set","will-mesh"
Tue Nov 25 18:23:28 2014,2.11,"Calculate mandelbrot set","will-mesh"
Tue Nov 25 18:24:24 2014,2.19,"Calculate mandelbrot set","will-mesh"
Tue Nov 25 18:24:28 2014,2.13,"Calculate mandelbrot set","will-mesh"
Tue Nov 25 18:25:18 2014,2.17,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:19:29 2014,2.11,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:19:32 2014,2.15,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:20:49 2014,2.07,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:20:52 2014,2.09,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:22:11 2014,2.11,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:22:15 2014,2.10,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:22:19 2014,2.13,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:22:32 2014,3.63,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:22:49 2014,2.13,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:22:52 2014,2.16,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:23:33 2014,2.28,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:23:58 2014,2.07,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:24:03 2014,2.12,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:24:21 2014,2.10,"Calculate mandelbrot set","will-mesh"
Thu Dec  4 10:24:25 2014,2.14,"Calculate mandelbrot set","will-mesh"
Wed Dec 10 00:24:48 2014,2.08,"Calculate mandelbrot set","will-mesh"
Wed Dec 10 00:24:52 2014,2.09,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:13:35 2015,2.07,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:13:50 2015,2.05,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:14:00 2015,2.19,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:20:02 2015,2.10,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:22:25 2015,2.05,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:22:37 2015,2.11,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:22:41 2015,2.04,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:47:55 2015,2.18,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:48:42 2015,2.10,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:48:46 2015,2.14,"Calculate mandelbrot set","will-mesh"
Tue Mar  3 15:49:02 2015,2.25,"Calculate mandelbrot set","will-mesh"
